rxns	rxnNames	formulas	grRules	subSystems
MAR10470	3-Hydroxyphenylpropionic Acid Uptake	3-Hydroxyphenylpropionic Acid (3-Hppa)[e] <=> 3-(3-Hydroxy-Phenyl)Propionate[c]		Transport reactions
MAR10472	3-Hydroxycinnamic Acid Exchange	3-Hydroxycinnamic Acid[e] <=> 		Exchange/demand reactions
MAR10473	3-Hydroxyphenylpropionic Acid Exchange	3-Hydroxyphenylpropionic Acid (3-Hppa)[e] <=> 		Exchange/demand reactions
MAR10474	Exchange of Hippurate (Benzoylglycinate)	hippurate[e] <=> 		Exchange/demand reactions
MAR10475	Benzoic Acid Exchange	benzoate[e] <=> 		Exchange/demand reactions
MAR10476	P-Cresol Exchange	P-Cresol[e] <=> 		Exchange/demand reactions
MAR10477	Exchange of P-Cresol Sulfate	P-Cresol Sulfate[e] <=> 		Exchange/demand reactions
MAR10478	Exchange of Indoxyl Sulfate	Indoxyl Sulfate[e] <=> 		Exchange/demand reactions
MAR10479	Transport of L-Normetanephrine	normetanephrine[e] <=> normetanephrine[c]		Transport reactions
MAR10480	Transport of Metanephrine	L-metanephrine[e] <=> L-metanephrine[c]		Transport reactions
MAR10481	Transport of Trehalose, Reversible	trehalose[e] <=> trehalose[c]		Transport reactions
MAR10482	Transport of 16Alpha-Hydroxyestrone	16alpha-hydroxyestrone[c] <=> 16alpha-hydroxyestrone[e]		Transport reactions
MAR10483	Transport of Retinal	retinal[c] <=> retinal[e]		Transport reactions
MAR10484	Transport of Maltotetraose, Reversible	maltotetraose[e] <=> maltotetraose[c]		Transport reactions
MAR10485	Transport of Leucylleucine, Reversible	Leucylleucine[c] <=> Leucylleucine[e]		Transport reactions
MAR10486	Transport of Glycylproline	Glycylproline[c] <=> Glycylproline[e]		Transport reactions
MAR10487	Transport of Prolylglycine	L-Prolinylglycine[c] <=> L-Prolinylglycine[e]		Transport reactions
MAR10488	Transport of 6,7-Dihydrobiopterin	dihydrobiopterin[c] <=> dihydrobiopterin[e]		Transport reactions
MAR10489	Transport of 5,6,7,8-Tetrahydrobiopterin	tetrahydrobiopterin[c] <=> tetrahydrobiopterin[e]		Transport reactions
MAR10490	Exchange of L-Normetanephrine	normetanephrine[e] <=> 		Exchange/demand reactions
MAR10491	Exchange of 16Alpha-Hydroxyestrone	16alpha-hydroxyestrone[e] <=> 		Exchange/demand reactions
MAR10492	Exchange of Retinal	retinal[e] <=> 		Exchange/demand reactions
MAR10493	Exchange of Maltotetraose	maltotetraose[e] <=> 		Exchange/demand reactions
MAR10494	Exchange of L-Prolinylglycine	L-Prolinylglycine[e] <=> 		Exchange/demand reactions
MAR10495	Exchange of 6,7-Dihydrobiopterin	dihydrobiopterin[e] <=> 		Exchange/demand reactions
MAR10496	Exchange of 5,6,7,8-Tetrahydrobiopterin	tetrahydrobiopterin[e] <=> 		Exchange/demand reactions
MAR10497	Exchange of AlaArgCys	Alanyl-Arginyl-Cysteine[e] <=> 		Exchange/demand reactions
MAR10498	Exchange of AlaArgGly	Alanyl-Arginyl-Glycine[e] <=> 		Exchange/demand reactions
MAR10499	Exchange of AlaAsnLeu	Alanyl-Asparaginyl-Leucine[e] <=> 		Exchange/demand reactions
MAR10500	Exchange of AlaGlyLys	Alanyl-Glycyl-Lysine[e] <=> 		Exchange/demand reactions
MAR10501	Exchange of AlaHisAla	Alanyl-Histidyl-Alanine[e] <=> 		Exchange/demand reactions
MAR10502	Exchange of AlaLysThr	Alanyl-Lysine-Threonine[e] <=> 		Exchange/demand reactions
MAR10503	Exchange of ArgAlaAla	Arginyl-Alanyl-Alanine[e] <=> 		Exchange/demand reactions
MAR10504	Exchange of ArgAlaPhe	Arginyl-Alanine-Phenylalanine[e] <=> 		Exchange/demand reactions
MAR10505	Exchange of ArgAlaThr	Arginyl-Alanyl-Threonine[e] <=> 		Exchange/demand reactions
MAR10506	Exchange of ArgArg	Arginyl-Arginine[e] <=> 		Exchange/demand reactions
MAR10507	Exchange of ArgArgLys	Arginyl-Arginyl-Lysine[e] <=> 		Exchange/demand reactions
MAR10508	Exchange of ArgArgMet	Arginyl-Arginyl-Metheonine[e] <=> 		Exchange/demand reactions
MAR10509	Exchange of ArgCysGly	Arginyl-Cystinyl-Glycine[e] <=> 		Exchange/demand reactions
MAR10510	Exchange of ArgCysSer	Arginyl-Cystinyl-Serine[e] <=> 		Exchange/demand reactions
MAR10511	Exchange of ArgGluGlu	Arginyl-Glutamyl-Glutamate[e] <=> 		Exchange/demand reactions
MAR10512	Exchange of ArgGluPro	Arginyl-Glutamyl-Proline[e] <=> 		Exchange/demand reactions
MAR10513	Exchange of ArgGlyGly	Arginyl-Glycyl-Glycine[e] <=> 		Exchange/demand reactions
MAR10514	Exchange of ArgHisThr	Arginyl-Histidyl-Threonine[e] <=> 		Exchange/demand reactions
MAR10515	Exchange of ArgLeuPhe	Arginyl-Leucyl-Phenylalanine[e] <=> 		Exchange/demand reactions
MAR10516	Exchange of ArgLysAsp	Arginyl-Lysyl-Aspartate[e] <=> 		Exchange/demand reactions
MAR10517	Exchange of ArgPheArg	Arginyl-Phenylalanine-Arginine[e] <=> 		Exchange/demand reactions
MAR10518	Exchange of ArgProMet	Arginyl-Prolyl-Methionine[e] <=> 		Exchange/demand reactions
MAR10519	Exchange of ArgProThr	Arginyl-Prolyl-Threonine[e] <=> 		Exchange/demand reactions
MAR10520	Exchange of ArgSerSer	Arginyl-Seryl-Serine[e] <=> 		Exchange/demand reactions
MAR10521	Exchange of ArgTyrVal	Arginyl-Tyrosyl-Valine[e] <=> 		Exchange/demand reactions
MAR10522	Exchange of ArgValCys	Arginyl-Valyl-Cysteine[e] <=> 		Exchange/demand reactions
MAR10523	Exchange of ArgValTrp	Arginyl-Valyl-Tryptophan[e] <=> 		Exchange/demand reactions
MAR10524	Exchange of AsnAsnArg	Asparaginyl-Asparaginyl-Arginine[e] <=> 		Exchange/demand reactions
MAR10525	Exchange of AsnCysCys	Asparaginyl-Cysteinyl-Cysteine[e] <=> 		Exchange/demand reactions
MAR10526	Exchange of AsnMetPro	Asparaginyl-Methionyl-Proline[e] <=> 		Exchange/demand reactions
MAR10527	Exchange of AsnPheAsp	Asparaginyl-Phenylalanyl-Aspartate[e] <=> 		Exchange/demand reactions
MAR10528	Exchange of AsnPheCys	Asparaginyl-Phenylalanyl-Cysteine[e] <=> 		Exchange/demand reactions
MAR10529	Exchange of AsnTyrGly	Asparaginyl-Tyrosyl-Glycine[e] <=> 		Exchange/demand reactions
MAR10530	Exchange of AsnTyrPhe	Asparaginyl-Tyrosyl-Phenylalanine[e] <=> 		Exchange/demand reactions
MAR10531	Exchange of AsnTyrThr	Asparaginyl-Tyrosyl-Threonine[e] <=> 		Exchange/demand reactions
MAR10532	Exchange of AspAlaArg	Asparaginyl-Alanyl-Arginine[e] <=> 		Exchange/demand reactions
MAR10533	Exchange of AspAsnGlu	Aspartyl-Asparaginyl-Glutamate[e] <=> 		Exchange/demand reactions
MAR10534	Exchange of AspGlu	Aspartyl-Glutamate[e] <=> 		Exchange/demand reactions
MAR10535	Exchange of AspGluPro	Aspartyl-Glutamyl-Proline[e] <=> 		Exchange/demand reactions
MAR10536	Exchange of AspGluTrp	Aspartyl-Glutamyl-Tryptophan[e] <=> 		Exchange/demand reactions
MAR10537	Exchange of AspHisCys	Aspartyl-Histidyl-Cysteine[e] <=> 		Exchange/demand reactions
MAR10538	Exchange of AspHisPro	Aspartyl-Histidyl-Proline[e] <=> 		Exchange/demand reactions
MAR10539	Exchange of AspLysGlu	Aspartyl-Lysyl-Glutamate[e] <=> 		Exchange/demand reactions
MAR10540	Exchange of AspLysHis	Aspartyl-Lysyl-Histidine[e] <=> 		Exchange/demand reactions
MAR10541	Exchange of AspMetAsp	Aspartyl-Methionyl-Aspartate[e] <=> 		Exchange/demand reactions
MAR10542	Exchange of AspProLys	Aspartyl-Prolyl-Lysine[e] <=> 		Exchange/demand reactions
MAR10543	Exchange of AspValAsn	Aspartyl-Valyl-Asparagine[e] <=> 		Exchange/demand reactions
MAR10544	Exchange of CysAsnMet	Cystyl-Asparaginyl-Methionine[e] <=> 		Exchange/demand reactions
MAR10545	Exchange of CysAspPhe	Cystyl-Aspartyl-Phenylalanine[e] <=> 		Exchange/demand reactions
MAR10546	Exchange of CysCys	Cystyl-Cysteine[e] <=> 		Exchange/demand reactions
MAR10547	Exchange of CysGlnMet	Cystyl-Glutaminyl-Methionine[e] <=> 		Exchange/demand reactions
MAR10548	Exchange of CysGluHis	Cystyl-Glutamyl-Histidine[e] <=> 		Exchange/demand reactions
MAR10549	Exchange of CysGluTrp	Cystyl-Glutamyl-Tryptophan[e] <=> 		Exchange/demand reactions
MAR10550	Exchange of CysLeuThr	Cystyl-Leucyl-Threonine[e] <=> 		Exchange/demand reactions
MAR10551	Exchange of CysSerMet	Cystyl-Seryl-Methionine[e] <=> 		Exchange/demand reactions
MAR10552	Exchange of CysTyrAsn	Cystyl-Tyrosyl-Asparagine[e] <=> 		Exchange/demand reactions
MAR10553	Exchange of GlnAsnGln	Glutaminyl-Asparaginyl-Glutamine[e] <=> 		Exchange/demand reactions
MAR10554	Exchange of GlnHisHis	Glutaminyl-Histidyl-Histidine[e] <=> 		Exchange/demand reactions
MAR10555	Exchange of GlnHisLys	Glutaminyl-Histidyl-Lysine[e] <=> 		Exchange/demand reactions
MAR10556	Exchange of GlnLysLys	Glutaminyl-Lysyl-Lysine[e] <=> 		Exchange/demand reactions
MAR10557	Exchange of GlnLysTrp	Glutaminyl-Lysyl-Tryptophan[e] <=> 		Exchange/demand reactions
MAR10558	Exchange of GlnProGlu	Glutaminyl-Prolyl-Glutamate[e] <=> 		Exchange/demand reactions
MAR10559	Exchange of GlnTrpGlu	Glutaminyl-Tryptophanyl-Glutamate[e] <=> 		Exchange/demand reactions
MAR10560	Exchange of GlnTyrLeu	Glutaminyl-Tyrosyl-Leucine[e] <=> 		Exchange/demand reactions
MAR10561	Exchange of GluArgLeu	Glutaminyl-Arginyl-Leucine[e] <=> 		Exchange/demand reactions
MAR10562	Exchange of GluAsnLeu	Glutaminyl-Asparaginyl-Leucine[e] <=> 		Exchange/demand reactions
MAR10563	Exchange of GluGlu	Glutamyl-Glutamate[e] <=> 		Exchange/demand reactions
MAR10564	Exchange of GluIleLys	Glutamyl-Isoleucyl-Lysine[e] <=> 		Exchange/demand reactions
MAR10565	Exchange of GluLeu	Glutamyl-Leucine[e] <=> 		Exchange/demand reactions
MAR10566	Exchange of GluMet	Glutamyl-Methionine[e] <=> 		Exchange/demand reactions
MAR10567	Exchange of GluMetHis	Glutamyl-Methioninyl-Histidine[e] <=> 		Exchange/demand reactions
MAR10568	Exchange of GluThr	Glutamyl-Threonine[e] <=> 		Exchange/demand reactions
MAR10569	Exchange of GluThrLys	Glutamyl-Threonyl-Lysine[e] <=> 		Exchange/demand reactions
MAR10570	Exchange of GluTrpAla	Glutamyl-Tryptophanyl-Alanine[e] <=> 		Exchange/demand reactions
MAR10571	Exchange of GlyHisAsn	Glycyl-Histidyl-Asparagine[e] <=> 		Exchange/demand reactions
MAR10572	Exchange of GlyHisLys	Glycyl-Histidyl-Lysine[e] <=> 		Exchange/demand reactions
MAR10573	Exchange of GlyLysCys	Glycyl-Lysyl-Cysteine[e] <=> 		Exchange/demand reactions
MAR10574	Exchange of GlyLysPhe	Glycyl-Lysyl-Phenylalanine[e] <=> 		Exchange/demand reactions
MAR10575	Exchange of GlyTyrLys	Glycyl-Tyrosyl-Lysine[e] <=> 		Exchange/demand reactions
MAR10576	Exchange of GlyValHis	Glycyl-Valyl-Histidine[e] <=> 		Exchange/demand reactions
MAR10577	Exchange of HisArgCys	Histidyl-Arginyl-Cysteine[e] <=> 		Exchange/demand reactions
MAR10578	Exchange of HisArgSer	Histidyl-Arginyl-Serine[e] <=> 		Exchange/demand reactions
MAR10579	Exchange of HisAsp	Histidyl-Aspartate[e] <=> 		Exchange/demand reactions
MAR10580	Exchange of HisCysCys	Histidyl-Cystyl-Cysteine[e] <=> 		Exchange/demand reactions
MAR10581	Exchange of HisGlnAla	Histidyl-Glutaminyl-Alanine[e] <=> 		Exchange/demand reactions
MAR10582	Exchange of HisGlu	Histidyl-Glutamate[e] <=> 		Exchange/demand reactions
MAR10583	Exchange of HisGluGln	Histidyl-Glutamyl-Glutamine[e] <=> 		Exchange/demand reactions
MAR10584	Exchange of HisGlyLys	Histidyl-Lysyl-Lysine[e] <=> 		Exchange/demand reactions
MAR10585	Exchange of HisHisLys	Histidyl-Histidyl-Lysine[e] <=> 		Exchange/demand reactions
MAR10586	Exchange of HisLysAla	Histidyl-Lysyl-Alanine[e] <=> 		Exchange/demand reactions
MAR10587	Exchange of HisLysGlu	Histidyl-Lysyl-Glutamate[e] <=> 		Exchange/demand reactions
MAR10588	Exchange of HisLysIle	Histidyl-Lysyl-Isoleucine[e] <=> 		Exchange/demand reactions
MAR10589	Exchange of HisLysThr	Histidyl-Lysyl-Threonine[e] <=> 		Exchange/demand reactions
MAR10590	Exchange of HisLysVal	Histidyl-Lysyl-Valine[e] <=> 		Exchange/demand reactions
MAR10591	Exchange of HisMet	Histidyl-Methionine[e] <=> 		Exchange/demand reactions
MAR10592	Exchange of HisMetGln	Histidyl-Methionyl-Glutamine[e] <=> 		Exchange/demand reactions
MAR10593	Exchange of HisPheArg	Histidyl-Phenylalanyl-Arginine[e] <=> 		Exchange/demand reactions
MAR10594	Exchange of HisProLys	Histidyl-Prolyl-Lysine[e] <=> 		Exchange/demand reactions
MAR10595	Exchange of HisTrpHis	Histidyl-Tryptophanyl-Histidine[e] <=> 		Exchange/demand reactions
MAR10596	Exchange of IleArgIle	Isoleucyl-Arginyl-Isoleucine[e] <=> 		Exchange/demand reactions
MAR10597	Exchange of IleAsnHis	Isoleucyl-Asparaginyl-Histidine[e] <=> 		Exchange/demand reactions
MAR10598	Exchange of IleAsp	Isolecyl-Aspartate[e] <=> 		Exchange/demand reactions
MAR10599	Exchange of IleGlnGlu	Isolecyl-Glutaminyl-Glutamate[e] <=> 		Exchange/demand reactions
MAR10600	Exchange of IleGlyArg	Isolecyl-Glycyl-Arginine[e] <=> 		Exchange/demand reactions
MAR10601	Exchange of IleProLys	Isolecyl-Prolyl-Lysine[e] <=> 		Exchange/demand reactions
MAR10602	Exchange of IleSerArg	Isolecyl-Seryl-Arginine[e] <=> 		Exchange/demand reactions
MAR10603	Exchange of IleTrpTyr	Isolecyl-Tryptophanyl-Tyrosine[e] <=> 		Exchange/demand reactions
MAR10604	Exchange of LeuAlaArg	Leucyl-Alanyl-Arginine[e] <=> 		Exchange/demand reactions
MAR10605	Exchange of LeuAsnAsp	Leucyl-Asparaginyl-Aspartate[e] <=> 		Exchange/demand reactions
MAR10606	Exchange of LeuAspLys	Leucyl-Aspartyl-Lysine[e] <=> 		Exchange/demand reactions
MAR10607	Exchange of LeuLeuTrp	Leucyl-Leucyl-Tryptophan[e] <=> 		Exchange/demand reactions
MAR10608	Exchange of LeuPro	Leucyl-Proline[e] <=> 		Exchange/demand reactions
MAR10609	Exchange of LeuProArg	Leucyl-Prolyl-Arginine[e] <=> 		Exchange/demand reactions
MAR10610	Exchange of LeuSerTrp	Leucyl-Seryl-Tryptophan[e] <=> 		Exchange/demand reactions
MAR10611	Exchange of LeuTrp	Leucyl-Tryptophan[e] <=> 		Exchange/demand reactions
MAR10612	Exchange of LeuTrpArg	Leucyl-Tryptophanyl-Arginine[e] <=> 		Exchange/demand reactions
MAR10613	Exchange of LeuTyrTyr	Leucyl-Tyrosyl-Tyrosine[e] <=> 		Exchange/demand reactions
MAR10614	Exchange of LeuVal	Leucyl-Valine[e] <=> 		Exchange/demand reactions
MAR10615	Exchange of LysArgLeu	Lysyl-Arginyl-Leucine[e] <=> 		Exchange/demand reactions
MAR10616	Exchange of LysCysHis	Lysyl-Cysteinyl-Histidine[e] <=> 		Exchange/demand reactions
MAR10617	Exchange of LysGlnPhe	Lysyl-Glutaminyl-Phenylalanine[e] <=> 		Exchange/demand reactions
MAR10618	Exchange of LysGluGlu	Lysyl-Glutamyl-Glutamate[e] <=> 		Exchange/demand reactions
MAR10619	Exchange of LysLysLys	Lysyl-Lysyl-Lysine[e] <=> 		Exchange/demand reactions
MAR10620	Exchange of LysPheIle	Lysyl-Phenylalanyl-Isoleucine[e] <=> 		Exchange/demand reactions
MAR10621	Exchange of LysTrpArg	Lysyl-Tryptophanyl-Arginine[e] <=> 		Exchange/demand reactions
MAR10622	Exchange of LysTyrIle	Lysyl-Tyrosyl-Isoleucine[e] <=> 		Exchange/demand reactions
MAR10623	Exchange of LysValPhe	Lysyl-Valyl-Phenylalanine[e] <=> 		Exchange/demand reactions
MAR10624	Exchange of LysValTrp	Lysyl-Valyl-Tryptophan[e] <=> 		Exchange/demand reactions
MAR10625	Exchange of MetArgLeu	Methionyl-Arginyl-Leucine[e] <=> 		Exchange/demand reactions
MAR10626	Exchange of MetAsnTyr	Methionyl-Asparaginyl-Tyrosine[e] <=> 		Exchange/demand reactions
MAR10627	Exchange of MetGlnTyr	Methionyl-Glutaminyl-Tyrosine[e] <=> 		Exchange/demand reactions
MAR10628	Exchange of MetGlyArg	Methionyl-Glycyl-Arginine[e] <=> 		Exchange/demand reactions
MAR10629	Exchange of MetHisLys	Methionyl-Histidyl-Lysine[e] <=> 		Exchange/demand reactions
MAR10630	Exchange of MetMetIle	Methionyl-Methionyl-Isoleucine[e] <=> 		Exchange/demand reactions
MAR10631	Exchange of MetPheArg	Methionyl-Phenylalanyl-Arginine[e] <=> 		Exchange/demand reactions
MAR10632	Exchange of MetTrpPhe	Methionyl-Tryptophanyl-Phenylalanine[e] <=> 		Exchange/demand reactions
MAR10633	Exchange of PheAsnMet	Phenylalanyl-Asparaginyl-Methionine[e] <=> 		Exchange/demand reactions
MAR10634	Exchange of PheAsp	Phenylalanyl-Aspartate[e] <=> 		Exchange/demand reactions
MAR10635	Exchange of PheGlnPhe	Phenylalanyl-Glutaminyl-Phenylalanine[e] <=> 		Exchange/demand reactions
MAR10636	Exchange of PheLeu	Phenylalanyl-Leucine[e] <=> 		Exchange/demand reactions
MAR10637	Exchange of PheLeuAsp	Phenylalanyl-Leucyl-Aspartate[e] <=> 		Exchange/demand reactions
MAR10638	Exchange of PheLeuHis	Phenylalanyl-Leucyl-Histidine[e] <=> 		Exchange/demand reactions
MAR10639	Exchange of PheLysAla	Phenylalanyl-Lysyl-Alanine[e] <=> 		Exchange/demand reactions
MAR10640	Exchange of PheLysPro	Phenylalanyl-Lysyl-Proline[e] <=> 		Exchange/demand reactions
MAR10641	Exchange of PhePhe	Phenylalanyl-Phenylalanine[e] <=> 		Exchange/demand reactions
MAR10642	Exchange of PhePheAsn	Phenylalanyl-Phenylalaninyl-Asparagine[e] <=> 		Exchange/demand reactions
MAR10643	Exchange of PhePheThr	Phenylalanyl-Phenylalaninyl-Threonine[e] <=> 		Exchange/demand reactions
MAR10644	Exchange of PheProArg	Phenylalanyl-Prolyl-Arginine[e] <=> 		Exchange/demand reactions
MAR10645	Exchange of PheSerTrp	Phenylalanyl-Seryl-Tryptophan[e] <=> 		Exchange/demand reactions
MAR10646	Exchange of PheThrLys	Phenylalanyl-Threonyl-Lysine[e] <=> 		Exchange/demand reactions
MAR10647	Exchange of PheTrpLeu	Phenylalanyl-Tryptophanyl-Leucine[e] <=> 		Exchange/demand reactions
MAR10648	Exchange of PheTyr	Phenylalanyl-Tyrosine[e] <=> 		Exchange/demand reactions
MAR10649	Exchange of PheTyrGln	Phenylalanyl-Tyrosinyl-Glutamine[e] <=> 		Exchange/demand reactions
MAR10650	Exchange of PheTyrLys	Phenylalanyl-Tyrosinyl-Lysine[e] <=> 		Exchange/demand reactions
MAR10651	Exchange of ProArgAsp	Prolyl-Arginyl-Aspartate[e] <=> 		Exchange/demand reactions
MAR10652	Exchange of ProArgCys	Prolyl-Arginyl-Cysteine[e] <=> 		Exchange/demand reactions
MAR10653	Exchange of ProAsnCys	Prolyl-Asparaginyl-Cysteine[e] <=> 		Exchange/demand reactions
MAR10654	Exchange of ProCys	Prolyl-Cysteine[e] <=> 		Exchange/demand reactions
MAR10655	Exchange of ProGlnPro	Prolyl-Glutaminyl-Proline[e] <=> 		Exchange/demand reactions
MAR10656	Exchange of ProGluLys	Prolyl-Glutamatsyl-Lysine[e] <=> 		Exchange/demand reactions
MAR10657	Exchange of ProHis	Prolyl-Histidine[e] <=> 		Exchange/demand reactions
MAR10658	Exchange of ProHisTyr	Prolyl-Histidyl-Tyrosine[e] <=> 		Exchange/demand reactions
MAR10659	Exchange of ProLeuArg	Prolyl-Leucyl-Arginine[e] <=> 		Exchange/demand reactions
MAR10660	Exchange of ProLysPro	Prolyl-Lysyl-Proline[e] <=> 		Exchange/demand reactions
MAR10661	Exchange of ProPhe	Prolyl-Phenylalanine[e] <=> 		Exchange/demand reactions
MAR10662	Exchange of ProProArg	Prolyl-Prolyl-Arginine[e] <=> 		Exchange/demand reactions
MAR10663	Exchange of ProProPro	Prolyl-Prolyl-Proline[e] <=> 		Exchange/demand reactions
MAR10664	Exchange of ProTrpLys	Prolyl-Tryptophanyl-Lysine[e] <=> 		Exchange/demand reactions
MAR10665	Exchange of ProTrpThr	Prolyl-Tryptophanyl-Threonine[e] <=> 		Exchange/demand reactions
MAR10666	Exchange of ProValGln	Prolyl-Valyl-Glutamine[e] <=> 		Exchange/demand reactions
MAR10667	Exchange of SerArgAla	Seryl-Arginyl-Alanine[e] <=> 		Exchange/demand reactions
MAR10668	Exchange of SerArgTrp	Seryl-Arginyl-Tryptophan[e] <=> 		Exchange/demand reactions
MAR10669	Exchange of SerCysArg	Seryl-Cysteinyl-Arginine[e] <=> 		Exchange/demand reactions
MAR10670	Exchange of SerGlyGlu	Seryl-Glycyl-Glutamate[e] <=> 		Exchange/demand reactions
MAR10671	Exchange of SerLysHis	Seryl-Lysyl-Histidine[e] <=> 		Exchange/demand reactions
MAR10672	Exchange of SerPheLys	Seryl-Phenylalanyl-Lysine[e] <=> 		Exchange/demand reactions
MAR10673	Exchange of SerTrpHis	Seryl-Tryptophanyl-Histidine[e] <=> 		Exchange/demand reactions
MAR10674	Exchange of ThrArgTyr	Threonyl-Arginyl-Tyrosine[e] <=> 		Exchange/demand reactions
MAR10675	Exchange of ThrAsnTyr	Threonyl-Asparaginyl-Tyrosine[e] <=> 		Exchange/demand reactions
MAR10676	Exchange of ThrGlnGlu	Threonyl-Glutaminyl-Glutamate[e] <=> 		Exchange/demand reactions
MAR10677	Exchange of ThrGlnTyr	Threonyl-Glutaminyl-Tyrosine[e] <=> 		Exchange/demand reactions
MAR10678	Exchange of ThrHisHis	Threonyl-Histidinyl-Histidine[e] <=> 		Exchange/demand reactions
MAR10679	Exchange of ThrIleArg	Threonyl-Isoleucyl-Arginine[e] <=> 		Exchange/demand reactions
MAR10680	Exchange of ThrMetArg	Threonyl-Methionyl-Arginine[e] <=> 		Exchange/demand reactions
MAR10681	Exchange of ThrPheArg	Threonyl-Phenylalanyl-Arginine[e] <=> 		Exchange/demand reactions
MAR10682	Exchange of ThrSerArg	Threonyl-Seryl-Arginine[e] <=> 		Exchange/demand reactions
MAR10683	Exchange of ThrThrArg	Threonyl-Threonyl-Arginine[e] <=> 		Exchange/demand reactions
MAR10684	Exchange of ThrTyrMet	Threonyl-Tyrosyl-Methionine[e] <=> 		Exchange/demand reactions
MAR10685	Exchange of TrpAlaPro	Tryptophanyl-Alanyl-Proline[e] <=> 		Exchange/demand reactions
MAR10686	Exchange of TrpArgAla	Tryptophanyl-Arginyl-Alanine[e] <=> 		Exchange/demand reactions
MAR10687	Exchange of TrpAspAsp	Tryptophanyl-Aspartyl-Aspartate[e] <=> 		Exchange/demand reactions
MAR10688	Exchange of TrpGlnGln	Tryptophanyl-Glutaminyl-Glutamine[e] <=> 		Exchange/demand reactions
MAR10689	Exchange of TrpGluGly	Tryptophanyl-Glutamyl-Glycine[e] <=> 		Exchange/demand reactions
MAR10690	Exchange of TrpGluLeu	Tryptophanyl-Glutamyl-Leucine[e] <=> 		Exchange/demand reactions
MAR10691	Exchange of TrpGluPro	Tryptophanyl-Glutamyl-Proline[e] <=> 		Exchange/demand reactions
MAR10692	Exchange of TrpGluTyr	Tryptophanyl-Glutamyl-Tyrosine[e] <=> 		Exchange/demand reactions
MAR10693	Exchange of TrpGlyLeu	Tryptophanyl-Glycyl-Leucine[e] <=> 		Exchange/demand reactions
MAR10694	Exchange of TrpGlyPhe	Tryptophanyl-Glycyl-Phenylalanine[e] <=> 		Exchange/demand reactions
MAR10695	Exchange of TrpGlyVal	Tryptophanyl-Glycyl-Valine[e] <=> 		Exchange/demand reactions
MAR10696	Exchange of TrpHisMet	Tryptophanyl-Histidyl-Methionine[e] <=> 		Exchange/demand reactions
MAR10697	Exchange of TrpIleLys	Tryptophanyl-Isoleucyl-Lysine[e] <=> 		Exchange/demand reactions
